Date(UTC),Julian Date,MET,TS,Photon Flux [0.1-100 GeV](photons cm-2 s-1),Photon Flux Error(photons cm-2 s-1)
May 22 2015,2457164.999976850,453988801,78.02,5.6E-08,1.44E-08
May 29 2015,2457171.999976850,454593601,58.13,5.07E-08,1.53E-08
Jun 05 2015,2457178.999976850,455198401,46.55,4.41E-08,1.35E-08
Jun 12 2015,2457185.999976850,455803201,78.92,6.62E-08,1.63E-08
Jun 19 2015,2457192.999976850,456408001,77.16,5.19E-08,1.34E-08
Jun 26 2015,2457199.999976850,457012801,59.11,5.46E-08,1.49E-08
Jul 03 2015,2457206.999965280,457617601,42.58,3.93E-08,1.39E-08
Jul 10 2015,2457213.999965280,458222401,23.41,2.83E-08,1.14E-08
Jul 17 2015,2457220.999965280,458827201,109.7,6.35E-08,1.5E-08
Jul 24 2015,2457227.999965280,459432001,66.57,6.19E-08,1.68E-08
Jul 31 2015,2457234.999965280,460036801,50.58,5.16E-08,1.57E-08
Aug 07 2015,2457241.999965280,460641601,76.21,5.29E-08,1.57E-08
Aug 14 2015,2457248.999965280,461246401,63.19,5.46E-08,1.61E-08
Aug 21 2015,2457255.999965280,461851201,125.32,8.1E-08,1.71E-08
Aug 28 2015,2457262.999965280,462456001,40.18,4.27E-08,1.36E-08
Sep 04 2015,2457269.999965280,463060801,41.08,3.2E-08,1.11E-08
Sep 11 2015,2457276.999965280,463665601,23.24,3.11E-08,1.29E-08
Sep 18 2015,2457283.999965280,464270401,67.63,5.04E-08,1.43E-08
Sep 25 2015,2457290.999965280,464875201,135.77,7.26E-08,1.67E-08
Oct 02 2015,2457297.999965280,465480001,55.85,4.85E-08,1.43E-08
Oct 09 2015,2457304.999965280,466084801,26.66,2.43E-08,1.07E-08
Oct 16 2015,2457311.999965280,466689601,47.37,3.75E-08,1.2E-08
Oct 23 2015,2457318.999965280,467294401,40.91,4.02E-08,1.3E-08
Oct 30 2015,2457325.999965280,467899201,35.63,3.02E-08,1.15E-08
Nov 06 2015,2457332.999965280,468504001,75.86,5.46E-08,1.54E-08
Nov 13 2015,2457339.999965280,469108801,50.61,5.24E-08,1.55E-08
Nov 20 2015,2457346.999965280,469713601,110.38,7.44E-08,1.71E-08
Nov 27 2015,2457353.999965280,470318401,57.35,4.97E-08,1.48E-08
Dec 04 2015,2457360.999965280,470923201,31.98,2.93E-08,1.16E-08
Dec 11 2015,2457367.999965280,471528001,86.05,5.56E-08,1.47E-08
Dec 18 2015,2457374.999965280,472132801,61.84,4.45E-08,1.31E-08
Dec 25 2015,2457381.999965280,472737601,53.47,4.69E-08,1.25E-08
Jan 01 2016,2457388.999965280,473342401,40.96,3.09E-08,1.07E-08
Jan 08 2016,2457395.999965280,473947201,56.78,4.4E-08,1.43E-08
Jan 15 2016,2457402.999965280,474552001,45.97,2.99E-08,1.14E-08
Jan 22 2016,2457409.999965280,475156801,28.55,2.49E-08,1.02E-08
Jan 29 2016,2457416.999965280,475761601,25.73,1.62E-08,8.25E-09
Feb 05 2016,2457423.999965280,476366401,50.35,2.98E-08,9.8E-09
Feb 12 2016,2457430.999965280,476971201,76.62,4.07E-08,1.17E-08
Feb 19 2016,2457437.999965280,477576001,55.1,3.38E-08,1.13E-08
Feb 26 2016,2457444.999965280,478180801,44.28,3.12E-08,1.09E-08
Mar 04 2016,2457451.999965280,478785601,33.26,2.53E-08,9.8E-09
Mar 11 2016,2457458.999965280,479390401,61.02,5.18E-08,1.42E-08
Mar 18 2016,2457465.999965280,479995201,24.32,3.01E-08,1.12E-08
Mar 25 2016,2457472.999965280,480600001,33.98,3.03E-08,1.04E-08
Apr 01 2016,2457479.999965280,481204801,43.48,3.39E-08,1.11E-08
Apr 08 2016,2457486.999965280,481809601,40.48,4.29E-08,1.39E-08
Apr 15 2016,2457493.999965280,482414401,9.92,1.71E-08,1.03E-08
Apr 22 2016,2457500.999965280,483019201,73.23,5.59E-08,1.63E-08
Apr 29 2016,2457507.999965280,483624001,79.2,6.64E-08,1.69E-08
May 06 2016,2457514.999965280,484228801,71.74,5.69E-08,1.59E-08
May 13 2016,2457521.999965280,484833601,45.63,6.08E-08,1.66E-08
May 20 2016,2457528.999965280,485438401,82.2,6.81E-08,1.64E-08
May 27 2016,2457535.999965280,486043201,110.51,8.76E-08,1.79E-08
Jun 03 2016,2457542.999965280,486648001,69.77,5.21E-08,1.43E-08
Jun 10 2016,2457549.999965280,487252801,104.09,6.37E-08,1.58E-08
Jun 17 2016,2457556.999965280,487857601,152.05,6.93E-08,1.3E-08
Jun 24 2016,2457563.999965280,488462401,80.29,5.42E-08,1.41E-08
Jul 01 2016,2457570.999965280,489067201,62.97,6.44E-08,1.71E-08
Jul 08 2016,2457577.999965280,489672001,51.47,4.16E-08,1.42E-08
Jul 15 2016,2457584.999965280,490276801,103.76,5.52E-08,1.38E-08
Jul 22 2016,2457591.999965280,490881601,120.88,6.01E-08,1.2E-08
Jul 29 2016,2457598.999965280,491486401,66.94,5.47E-08,1.54E-08
Aug 05 2016,2457605.999965280,492091201,0.34,< 3.34e-7,-
Aug 12 2016,2457612.999965280,492696001,71.35,5.97E-08,1.59E-08
Aug 19 2016,2457619.999965280,493300801,46.52,3.98E-08,1.34E-08
Aug 26 2016,2457626.999965280,493905601,155.94,7.57E-08,1.63E-08
Sep 02 2016,2457633.999965280,494510401,104.52,5.69E-08,1.41E-08
Sep 09 2016,2457640.999965280,495115201,77.6,5.39E-08,1.47E-08
Sep 16 2016,2457647.999965280,495720001,58.54,4.44E-08,1.39E-08
Sep 23 2016,2457654.999965280,496324801,57.64,4.8E-08,1.47E-08
Sep 30 2016,2457661.999965280,496929601,30.67,2.73E-08,9E-09
Oct 07 2016,2457668.999965280,497534401,31.74,4.7E-08,1.63E-08
Oct 14 2016,2457675.999965280,498139201,84.81,6.28E-08,1.6E-08
Oct 21 2016,2457682.999965280,498744001,96.69,6.74E-08,1.6E-08
Oct 28 2016,2457689.999965280,499348801,93.19,4.26E-08,9.7E-09
Nov 04 2016,2457696.999965280,499953601,106.41,4.89E-08,1.03E-08
Nov 11 2016,2457703.999965280,500558401,149.07,6.11E-08,1.22E-08
Nov 18 2016,2457710.999965280,501163201,128.75,9.19E-08,1.83E-08
Nov 25 2016,2457717.999965280,501768001,147.92,9.12E-08,1.93E-08
Dec 02 2016,2457724.999965280,502372801,192.38,1.2E-07,2.08E-08
Dec 09 2016,2457731.999965280,502977601,139.46,9.1E-08,1.94E-08
Dec 16 2016,2457738.999965280,503582401,92.75,9.41E-08,2.22E-08
Dec 23 2016,2457745.999965280,504187201,100.77,6.65E-08,1.6E-08
Dec 30 2016,2457752.999965280,504792001,59.29,5.13E-08,1.52E-08
Jan 06 2017,2457759.9999537000,505396801,88,6.31E-08,1.61E-08
Jan 13 2017,2457766.9999537000,506001601,85.19,6.32E-08,1.68E-08
Jan 20 2017,2457773.9999537000,506606401,221.96,1.29E-07,2.2E-08
Jan 27 2017,2457780.9999537000,507211201,53.53,5.59E-08,1.61E-08
Feb 03 2017,2457787.9999537000,507816001,130.46,5.81E-08,1.39E-08
Feb 10 2017,2457794.9999537000,508420801,73.77,4.73E-08,1.31E-08
Feb 17 2017,2457801.9999537000,509025601,77.58,5.8E-08,1.49E-08
Feb 24 2017,2457808.9999537000,509630401,100.52,8.37E-08,1.83E-08
Mar 03 2017,2457815.9999537000,510235201,24.02,3.2E-08,1.28E-08
Mar 10 2017,2457822.9999537000,510840001,135.41,7.62E-08,1.66E-08
Mar 17 2017,2457829.9999537000,511444801,75.36,5.71E-08,1.5E-08
Mar 24 2017,2457836.9999537000,512049601,68.35,4.85E-08,1.39E-08
Mar 31 2017,2457843.9999537000,512654401,70.17,4.42E-08,1.24E-08
Apr 07 2017,2457850.9999537000,513259201,97.32,5.19E-08,1.23E-08
Apr 14 2017,2457857.9999537000,513864001,120.46,7.73E-08,1.7E-08
Apr 21 2017,2457864.9999537000,514468801,46.78,4.56E-08,1.45E-08
Apr 28 2017,2457871.9999537000,515073601,57.35,5.09E-08,1.49E-08
May 05 2017,2457878.9999537000,515678401,52.56,4.42E-08,1.49E-08
May 12 2017,2457885.9999537000,516283201,54.9,5.9E-08,1.57E-08
May 19 2017,2457892.9999537000,516888001,62.59,5.36E-08,1.43E-08
May 26 2017,2457899.9999537000,517492801,84.55,4.63E-08,1.37E-08
Jun 02 2017,2457906.9999537000,518097601,50.48,5.07E-08,1.46E-08
Jun 09 2017,2457913.9999537000,518702401,142.02,1.02E-07,2.1E-08
Jun 16 2017,2457920.9999537000,519307201,84.95,5.65E-08,1.53E-08
Jun 23 2017,2457927.9999537000,519912001,78.45,6.3E-08,1.71E-08
Jun 30 2017,2457934.9999537000,520516801,104.28,5.73E-08,1.34E-08
Jul 07 2017,2457941.9999537000,521121601,88.29,8.25E-08,1.96E-08
Jul 14 2017,2457948.9999537000,521726401,103.94,6.51E-08,1.55E-08
Jul 21 2017,2457955.9999537000,522331201,82.37,4.2E-08,1.2E-08
Jul 28 2017,2457962.9999537000,522936001,115.31,8.99E-08,1.9E-08
Aug 04 2017,2457969.9999537000,523540801,129.13,8.33E-08,1.78E-08
Aug 11 2017,2457976.9999537000,524145601,108.35,7.11E-08,1.65E-08
Aug 18 2017,2457983.9999537000,524750401,68.38,4.62E-08,1.47E-08
Aug 25 2017,2457990.9999537000,525355201,49.27,4.05E-08,1.3E-08
Sep 01 2017,2457997.9999537000,525960001,71.57,4.7E-08,1.37E-08
Sep 08 2017,2458004.9999537000,526564801,75.59,6.18E-08,1.64E-08
Sep 15 2017,2458011.9999537000,527169601,195.72,6.01E-08,1.17E-08
Sep 22 2017,2458018.9999537000,527774401,32.41,3.56E-08,1.31E-08
Sep 29 2017,2458025.9999537000,528379201,107.39,7.09E-08,1.72E-08
Oct 06 2017,2458032.9999537000,528984001,38.8,3.02E-08,1.31E-08
Oct 13 2017,2458039.9999537000,529588801,76.94,5.62E-08,1.48E-08
Oct 20 2017,2458046.9999537000,530193601,70.21,5.91E-08,1.6E-08
Oct 27 2017,2458053.9999537000,530798401,75.86,4.96E-08,1.34E-08
Nov 03 2017,2458060.9999537000,531403201,29.47,4.29E-08,1.42E-08
Nov 10 2017,2458067.9999537000,532008001,84.83,5.9E-08,1.52E-08
Nov 17 2017,2458074.9999537000,532612801,119.18,8.62E-08,1.94E-08
Nov 24 2017,2458081.9999537000,533217601,34.26,4.17E-08,1.46E-08
Dec 01 2017,2458088.9999537000,533822401,62.01,6.38E-08,1.68E-08
Dec 08 2017,2458095.9999537000,534427201,31.2,2.98E-08,1.18E-08
Dec 15 2017,2458102.9999537000,535032001,60.81,5.01E-08,1.59E-08
Dec 22 2017,2458109.9999537000,535636801,41.74,4.08E-08,1.35E-08
Dec 29 2017,2458116.9999537000,536241601,48.58,4E-08,1.18E-08
Jan 05 2018,2458123.9999537000,536846401,12.78,1.93E-08,1.01E-08
Jan 12 2018,2458130.9999537000,537451201,52.3,3.76E-08,1.25E-08
Jan 19 2018,2458137.9999537000,538056001,7.57,2.94E-08,2.03E-08
Jan 26 2018,2458144.9999537000,538660801,122.68,7.08E-08,1.66E-08
Feb 02 2018,2458151.9999537000,539265601,54.18,6.93E-08,2.23E-08
Feb 09 2018,2458158.9999537000,539870401,55.85,3.98E-08,1.24E-08
Feb 16 2018,2458165.9999537000,540475201,125.18,6.78E-08,1.45E-08
Feb 23 2018,2458172.9999537000,541080001,116.58,5.59E-08,1.33E-08
Mar 02 2018,2458179.9999537000,541684801,66.45,5.09E-08,1.39E-08
Mar 09 2018,2458186.9999537000,542289601,20.05,2.45E-08,1.13E-08
Mar 16 2018,2458193.9999537000,542894401,15.98,6.5E-08,2.99E-08
Apr 06 2018,2458214.9999537000,544708801,108.69,5.42E-08,1.28E-08
Apr 13 2018,2458221.9999537000,545313601,126.75,6.22E-08,1.22E-08
Apr 20 2018,2458228.9999537000,545918401,40.04,6.02E-08,1.91E-08
Apr 27 2018,2458235.9999537000,546523201,0.85,< 1.06e-7,-
May 04 2018,2458242.9999537000,547128001,151.85,5.62E-08,1.07E-08
May 11 2018,2458249.9999537000,547732801,98.67,4.93E-08,1.16E-08
May 18 2018,2458256.9999537000,548337601,20.53,5.76E-08,2.19E-08
May 25 2018,2458263.9999537000,548942401,28.68,5.47E-08,1.92E-08
Jun 01 2018,2458270.9999537000,549547201,22.76,5.3E-08,2.36E-08
Jun 08 2018,2458277.9999537000,550152001,53.99,5.33E-08,1.53E-08
Jun 15 2018,2458284.9999537000,550756801,2.69,< 5.69e-8,-
Jun 22 2018,2458291.9999537000,551361601,132.97,5.8E-08,1.18E-08
Jun 29 2018,2458298.9999537000,551966401,0,< 3.31e-7,-
Jul 06 2018,2458305.9999537000,552571201,110.1,5.7E-08,1.47E-08
Jul 13 2018,2458312.9999537000,553176001,32.73,2.13E-08,8.3E-09
Jul 20 2018,2458319.9999537000,553780801,143.33,6.14E-08,1.35E-08
Jul 27 2018,2458326.9999537000,554385601,73.21,4.69E-08,1.15E-08
Aug 03 2018,2458333.9999537000,554990401,115.86,5.5E-08,1.31E-08
Aug 10 2018,2458340.9999537000,555595201,81.18,4.25E-08,1.03E-08
Aug 17 2018,2458347.9999537000,556200001,18.47,4.04E-08,1.82E-08
Aug 24 2018,2458354.9999537000,556804801,49.09,4.05E-08,1.41E-08
Aug 31 2018,2458361.9999537000,557409601,102.19,6.14E-08,1.34E-08
Sep 07 2018,2458368.9999537000,558014401,105.48,4.67E-08,1.12E-08
Sep 14 2018,2458375.9999537000,558619201,53.61,4.88E-08,1.65E-08
Sep 21 2018,2458382.9999537000,559224001,46.19,5.56E-08,1.85E-08
Sep 28 2018,2458389.9999537000,559828801,87.38,5.45E-08,1.26E-08
Oct 05 2018,2458396.9999537000,560433601,116.41,5.66E-08,1.27E-08
Oct 19 2018,2458410.9999537000,561643201,8.28,3.39E-08,3.4E-08
Oct 26 2018,2458417.9999537000,562248001,70.02,5.41E-08,1.55E-08
Nov 02 2018,2458424.9999537000,562852801,35.05,3.06E-08,1.39E-08
Nov 09 2018,2458431.9999537000,563457601,83.9,9.61E-08,2.36E-08
Nov 16 2018,2458438.9999537000,564062401,94.68,6.61E-08,1.55E-08
Nov 23 2018,2458445.9999537000,564667201,260.8,7.94E-08,1.32E-08
Nov 30 2018,2458452.9999537000,565272001,57,4.04E-08,1.33E-08
Dec 07 2018,2458459.9999537000,565876801,31.84,3.89E-08,1.3E-08
Dec 14 2018,2458466.9999537000,566481601,116.94,7.03E-08,1.33E-08
Dec 21 2018,2458473.9999537000,567086401,97.14,5.26E-08,1.25E-08
Dec 28 2018,2458480.9999537000,567691201,100.02,6.17E-08,1.36E-08
Jan 04 2019,2458487.9999537000,568296001,190.43,1.11E-07,1.94E-08
Jan 11 2019,2458494.9999537000,568900801,129.77,6.97E-08,1.52E-08
Jan 18 2019,2458501.9999537000,569505601,154.33,1.01E-07,1.91E-08
Jan 25 2019,2458508.9999537000,570110401,256.87,1.28E-07,1.9E-08
Feb 01 2019,2458515.9999537000,570715201,254.11,8.93E-08,1.44E-08
Feb 08 2019,2458522.9999537000,571320001,154.24,6.79E-08,1.33E-08
Feb 15 2019,2458529.9999537000,571924801,77.71,5.01E-08,1.19E-08
Feb 22 2019,2458536.9999537000,572529601,129.49,7.11E-08,1.45E-08
Mar 01 2019,2458543.9999537000,573134401,319.88,1.32E-07,2.1E-08
Mar 08 2019,2458550.9999537000,573739201,64.86,7.21E-08,1.78E-08
Mar 15 2019,2458557.9999537000,574344001,99.56,8.41E-08,1.8E-08
Mar 22 2019,2458564.9999537000,574948801,214.31,1.2E-07,2.06E-08
Mar 29 2019,2458571.9999537000,575553601,214.86,1.06E-07,1.93E-08
Apr 05 2019,2458578.9999537000,576158401,288.44,1.23E-07,1.9E-08
Apr 12 2019,2458585.9999537000,576763201,167.85,1.04E-07,2.02E-08
Apr 19 2019,2458592.9999537000,577368001,153.41,1.24E-07,2.43E-08
Apr 26 2019,2458599.9999537000,577972801,88.05,7.29E-08,1.7E-08
May 03 2019,2458606.9999537000,578577601,130.84,8.6E-08,1.86E-08
May 10 2019,2458613.9999537000,579182401,91.78,7.52E-08,1.77E-08
May 17 2019,2458620.9999537000,579787201,57.63,5.79E-08,1.58E-08
May 24 2019,2458627.9999537000,580392001,104.88,7.18E-08,1.68E-08
May 31 2019,2458634.9999537000,580996801,71.05,6.55E-08,1.9E-08
Jun 07 2019,2458641.9999537000,581601601,53.02,5.43E-08,2.07E-08
Jun 14 2019,2458648.9999537000,582206401,41.71,5E-08,1.6E-08
Jun 21 2019,2458655.9999537000,582811201,51.92,4.93E-08,1.54E-08
Jun 28 2019,2458662.9999537000,583416001,69.4,5.59E-08,1.61E-08
Jul 05 2019,2458669.9999537000,584020801,51.13,5.75E-08,1.63E-08
Jul 12 2019,2458676.9999537000,584625601,173.04,6.61E-08,1.25E-08
Jul 19 2019,2458683.9999537000,585230401,119.12,6.53E-08,1.43E-08
Jul 26 2019,2458690.9999537000,585835201,143.89,6.83E-08,1.47E-08
Aug 02 2019,2458697.9999537000,586440001,83.14,7.23E-08,1.82E-08
Aug 09 2019,2458704.9999537000,587044801,83.39,7.17E-08,1.7E-08
Aug 16 2019,2458711.9999537000,587649601,47.55,4.09E-08,1.41E-08
Aug 23 2019,2458718.9999537000,588254401,155.96,8.37E-08,1.78E-08
Aug 30 2019,2458725.9999537000,588859201,126.64,7.31E-08,1.49E-08
Sep 06 2019,2458732.9999537000,589464001,171.09,8.57E-08,1.46E-08
Sep 13 2019,2458739.9999537000,590068801,57.19,5.21E-08,1.53E-08
Sep 20 2019,2458746.9999537000,590673601,48.35,4.9E-08,1.51E-08
Sep 27 2019,2458753.9999537000,591278401,79.53,3.67E-08,1.06E-08
Oct 04 2019,2458760.9999537000,591883201,39.51,3.88E-08,1.3E-08
Oct 11 2019,2458767.9999537000,592488001,42.92,3.4E-08,1.25E-08
Oct 18 2019,2458774.9999537000,593092801,86.25,4.18E-08,1.27E-08
Oct 25 2019,2458781.9999537000,593697601,46.36,3.32E-08,1.23E-08
Nov 01 2019,2458788.9999537000,594302401,63.55,3.97E-08,1.32E-08
Nov 08 2019,2458795.9999537000,594907201,72.9,5.36E-08,1.44E-08
Nov 15 2019,2458802.9999537000,595512001,61.41,5.54E-08,1.6E-08
Nov 22 2019,2458809.9999537000,596116801,136.85,8.4E-08,1.64E-08
Nov 29 2019,2458816.9999537000,596721601,24.35,3.88E-08,1.47E-08
Dec 06 2019,2458823.9999537000,597326401,57.48,5.6E-08,1.66E-08
Dec 13 2019,2458830.9999537000,597931201,40.01,5.86E-08,1.7E-08
Dec 20 2019,2458837.9999537000,598536001,149.43,6.69E-08,1.33E-08
Dec 27 2019,2458844.9999537000,599140801,37.46,3.58E-08,1.13E-08
Jan 03 2020,2458851.9999537000,599745601,161.21,6.61E-08,1.37E-08
Jan 10 2020,2458858.9999537000,600350401,74.25,5.06E-08,1.3E-08
Jan 17 2020,2458865.9999537000,600955201,131.53,6.89E-08,1.55E-08
Jan 24 2020,2458872.9999537000,601560001,90.64,5.38E-08,1.46E-08
Jan 31 2020,2458879.9999537000,602164801,41.95,3.47E-08,1.17E-08
Feb 07 2020,2458886.9999537000,602769601,146.99,6.87E-08,1.34E-08
Feb 14 2020,2458893.9999537000,603374401,176.53,8.13E-08,1.45E-08
Feb 21 2020,2458900.9999537000,603979201,129.91,6.05E-08,1.35E-08
Feb 28 2020,2458907.9999537000,604584001,58.67,3.98E-08,1.22E-08
Mar 06 2020,2458914.9999537000,605188801,64.17,7.2E-08,1.71E-08
Mar 13 2020,2458921.9999537000,605793601,44.79,4.74E-08,1.45E-08
Mar 20 2020,2458928.9999537000,606398401,126.53,6.64E-08,1.58E-08
Mar 27 2020,2458935.9999537000,607003201,78.61,6.77E-08,1.64E-08
Apr 03 2020,2458942.9999537000,607608001,81.33,5.74E-08,1.5E-08
Apr 10 2020,2458949.9999537000,608212801,75,4.36E-08,1.25E-08
Apr 17 2020,2458956.9999537000,608817601,21.47,2.78E-08,1.34E-08
Apr 24 2020,2458963.9999537000,609422401,20.04,2.71E-08,1.34E-08
May 01 2020,2458970.9999537000,610027201,65.37,5.12E-08,1.43E-08
May 08 2020,2458977.9999537000,610632001,90.84,7.05E-08,1.74E-08
May 15 2020,2458984.9999537000,611236801,88.3,6.35E-08,1.6E-08
May 22 2020,2458991.9999537000,611841601,100.22,8.62E-08,1.93E-08
May 29 2020,2458998.9999537000,612446401,67.1,6.32E-08,1.75E-08
Jun 05 2020,2459005.9999537000,613051201,66.4,1.06E-07,2.75E-08
Jun 12 2020,2459012.9999537000,613656001,23.88,3.72E-08,1.76E-08
Jun 19 2020,2459019.9999537000,614260801,74.5,6.48E-08,1.73E-08
Jun 26 2020,2459026.9999537000,614865601,133.37,8.95E-08,1.91E-08
Jul 03 2020,2459033.9999537000,615470401,188.84,1.22E-07,2.1E-08
Jul 10 2020,2459040.9999537000,616075201,131.1,7.5E-08,1.64E-08
Jul 17 2020,2459047.9999537000,616680001,173.57,7.04E-08,1.3E-08
Jul 24 2020,2459054.9999537000,617284801,152.29,8.24E-08,1.54E-08
Jul 31 2020,2459061.9999537000,617889601,98.19,7.07E-08,1.52E-08
Aug 07 2020,2459068.9999537000,618494401,52.88,5.32E-08,1.52E-08
Aug 14 2020,2459075.9999537000,619099201,122.65,7.11E-08,1.62E-08
Aug 21 2020,2459082.9999537000,619704001,86.82,5.9E-08,1.54E-08
Aug 28 2020,2459089.9999537000,620308801,106.59,6.07E-08,1.49E-08
Sep 04 2020,2459096.9999537000,620913601,119.91,6.4E-08,1.38E-08
Sep 11 2020,2459103.9999537000,621518401,56.53,5.27E-08,1.39E-08
Sep 18 2020,2459110.9999537000,622123201,61.86,5.58E-08,1.56E-08
Sep 25 2020,2459117.9999537000,622728001,88.92,5.49E-08,1.4E-08
Oct 02 2020,2459124.9999537000,623332801,177.12,8.08E-08,1.45E-08
Oct 09 2020,2459131.9999537000,623937601,52.1,6.55E-08,1.68E-08
Oct 16 2020,2459138.9999537000,624542401,40.68,3.75E-08,1.3E-08
Oct 23 2020,2459145.9999537000,625147201,188.36,1.01E-07,1.95E-08
Oct 30 2020,2459152.9999537000,625752001,167.37,1.08E-07,1.98E-08
Nov 06 2020,2459159.9999537000,626356801,173.89,1.18E-07,2.15E-08
Nov 13 2020,2459166.9999537000,626961601,101.21,9.04E-08,2.04E-08
Nov 20 2020,2459173.9999537000,627566401,251.44,1.74E-07,2.5E-08
Nov 27 2020,2459180.9999537000,628171201,107.83,7.1E-08,1.6E-08
Dec 04 2020,2459187.9999537000,628776001,111.85,7.64E-08,1.75E-08
Dec 11 2020,2459194.9999537000,629380801,90.61,8.66E-08,1.92E-08
Dec 18 2020,2459201.9999537000,629985601,172.82,1.12E-07,2.2E-08
Dec 25 2020,2459208.9999537000,630590401,143.43,7.09E-08,1.38E-08
Jan 01 2021,2459215.9999537000,631195201,67.28,5.59E-08,1.34E-08
Jan 08 2021,2459222.9999537000,631800001,156.34,8.38E-08,1.49E-08
Jan 15 2021,2459229.9999537000,632404801,126.87,6.99E-08,1.52E-08
Jan 22 2021,2459236.9999537000,633009601,91.93,7.03E-08,1.65E-08
Jan 29 2021,2459243.9999537000,633614401,145.89,9.08E-08,1.78E-08
Feb 05 2021,2459250.9999537000,634219201,242.05,1.51E-07,2.2E-08
Feb 12 2021,2459257.9999537000,634824001,207.25,9.2E-08,1.51E-08
Feb 19 2021,2459264.9999537000,635428801,255.1,1.25E-07,1.7E-08
Feb 26 2021,2459271.9999537000,636033601,224.09,1.32E-07,2.1E-08
Mar 05 2021,2459278.9999537000,636638401,180.83,8.82E-08,1.62E-08
Mar 12 2021,2459285.9999537000,637243201,37.89,3.69E-08,1.23E-08
Mar 19 2021,2459292.9999537000,637848001,139.52,7.02E-08,1.61E-08
Mar 26 2021,2459299.9999537000,638452801,51.06,5.51E-08,1.59E-08
Apr 02 2021,2459306.9999537000,639057601,232.37,1.45E-07,2.3E-08
Apr 09 2021,2459313.9999537000,639662401,140.62,1.08E-07,1.95E-08
Apr 16 2021,2459320.9999537000,640267201,179.78,1.07E-07,1.89E-08
Apr 23 2021,2459327.9999537000,640872001,21.84,5.5E-08,2E-08
Apr 30 2021,2459334.9999537000,641476801,90.16,7.91E-08,1.92E-08
May 07 2021,2459341.9999537000,642081601,167.47,1.2E-07,2.15E-08
May 14 2021,2459348.9999537000,642686401,131.66,9.71E-08,2.05E-08
May 21 2021,2459355.9999537000,643291201,121.33,9.18E-08,1.95E-08
May 28 2021,2459362.9999537000,643896001,70.01,6.33E-08,1.76E-08
Jun 04 2021,2459369.9999537000,644500801,211.93,9.81E-08,1.77E-08
Jun 11 2021,2459376.9999537000,645105601,28.38,5.21E-08,2.21E-08
Jun 18 2021,2459383.9999537000,645710401,94.4,8.16E-08,2.06E-08
Jun 25 2021,2459390.9999537000,646315201,47.35,5.35E-08,1.61E-08
Jul 02 2021,2459397.9999537000,646920001,75.1,6.98E-08,1.75E-08
Jul 09 2021,2459404.9999537000,647524801,96.05,6.55E-08,1.64E-08
Jul 16 2021,2459411.9999537000,648129601,95.03,6.22E-08,1.49E-08
Jul 23 2021,2459418.9999537000,648734401,206.34,9.37E-08,1.52E-08
Jul 30 2021,2459425.9999537000,649339201,116.09,5.83E-08,1.28E-08
Aug 06 2021,2459432.9999537000,649944001,171.88,1.01E-07,1.82E-08
Aug 13 2021,2459439.9999537000,650548801,54.98,5.59E-08,1.47E-08
Aug 20 2021,2459446.9999537000,651153601,85.28,7.58E-08,1.76E-08
Aug 27 2021,2459453.9999537000,651758401,141.26,8.41E-08,1.83E-08
Sep 03 2021,2459460.9999537000,652363201,131.42,6.82E-08,1.61E-08
Sep 10 2021,2459467.9999537000,652968001,172.84,8.94E-08,1.59E-08
Sep 17 2021,2459474.9999537000,653572801,158.69,9.88E-08,1.9E-08
Sep 24 2021,2459481.9999537000,654177601,52.06,5.63E-08,1.5E-08
Oct 01 2021,2459488.9999537000,654782401,173.54,9.51E-08,1.74E-08
Oct 08 2021,2459495.9999537000,655387201,167.03,7.57E-08,1.38E-08
Oct 15 2021,2459502.9999537000,655992001,94.48,7.63E-08,1.79E-08
Oct 22 2021,2459509.9999537000,656596801,75.34,5.27E-08,1.45E-08
Oct 29 2021,2459516.9999537000,657201601,121.55,8.83E-08,1.9E-08
Nov 05 2021,2459523.9999537000,657806401,68.12,7.06E-08,1.7E-08
Nov 12 2021,2459530.9999537000,658411201,182.47,1.17E-07,2.06E-08
Nov 19 2021,2459537.9999537000,659016001,52.65,7.97E-08,2.24E-08
Nov 26 2021,2459544.9999537000,659620801,74.16,5.87E-08,1.5E-08
Dec 03 2021,2459551.9999537000,660225601,154.01,1.06E-07,1.92E-08
Dec 10 2021,2459558.9999537000,660830401,143.61,9.42E-08,1.9E-08
Dec 17 2021,2459565.9999537000,661435201,83.16,5.97E-08,1.55E-08
Dec 24 2021,2459572.9999537000,662040001,80.02,4.51E-08,1.24E-08
Dec 31 2021,2459579.9999537000,662644801,175.82,8.14E-08,1.44E-08
Jan 07 2022,2459586.9999537000,663249601,131.34,6.86E-08,1.36E-08
Jan 14 2022,2459593.9999537000,663854401,120.39,5.98E-08,1.33E-08
Jan 21 2022,2459600.9999537000,664459201,71.2,5.03E-08,1.3E-08
Jan 28 2022,2459607.9999537000,665064001,18.31,1.62E-08,1E-08
Feb 04 2022,2459614.9999537000,665668801,78.17,5.54E-08,1.44E-08
Feb 11 2022,2459621.9999537000,666273601,72.5,4.98E-08,1.4E-08
Feb 18 2022,2459628.9999537000,666878401,23.14,1.74E-08,8.54E-09
Feb 25 2022,2459635.9999537000,667483201,111.81,6.65E-08,1.39E-08
Mar 04 2022,2459642.9999537000,668088001,53.38,4.3E-08,1.22E-08
